,Item_Number_Labels,Store_Labels
19952,constant,med
19953,constant,med
19954,constant,med
19955,constant,med
19956,constant,med
19957,constant,med
19958,constant,med
19959,constant,med
19960,constant,med
19961,constant,med
19962,constant,med
19963,constant,med
19964,constant,med
19965,constant,med
19966,constant,med
19967,constant,med
19968,constant,med
19969,constant,med
19970,constant,med
19971,constant,med
19972,constant,med
19973,constant,med
19974,constant,med
19975,constant,med
19976,constant,med
19977,constant,med
19978,constant,med
19979,constant,med
19980,constant,med
19981,constant,med
19982,constant,med
19983,constant,med
19984,constant,med
19985,constant,med
19986,constant,med
19987,constant,med
19988,constant,med
19989,constant,med
19990,constant,med
19991,constant,med
19992,constant,med
19993,constant,med
19994,constant,med
19995,constant,med
19996,constant,med
19997,constant,med
19998,constant,med
19999,constant,med
20000,constant,med
20001,constant,med
20002,constant,med
20003,constant,med
20004,constant,med
20005,constant,med
20006,constant,med
20007,constant,med
20008,constant,med
20009,constant,med
20010,constant,med
20011,constant,med
20012,constant,med
20013,constant,med
20014,constant,med
20015,constant,med
20016,constant,med
20017,constant,med
20018,constant,med
20019,constant,med
20020,constant,med
20021,constant,med
20022,constant,med
20023,constant,med
20024,constant,med
20025,constant,med
20026,constant,med
20027,constant,med
20028,constant,med
20029,constant,med
20030,constant,med
20031,constant,med
20032,constant,med
20033,constant,med
20034,constant,med
20035,constant,med
20036,constant,med
20037,constant,med
20038,constant,med
20039,constant,med
20040,constant,med
20041,constant,med
20042,constant,med
20043,constant,med
20044,constant,med
20045,constant,med
20046,constant,med
20047,constant,med
20048,constant,med
20049,constant,med
20050,constant,med
20051,constant,med
20052,constant,med
20053,constant,med
20054,constant,med
20055,constant,med
20056,constant,med
20057,constant,med
20058,constant,med
20059,constant,med
20060,constant,med
20061,constant,med
20062,constant,med
20063,constant,med
20064,constant,med
20065,constant,med
20066,constant,med
20067,constant,med
20068,constant,med
20069,constant,med
20070,occasional,med
20071,occasional,med
20072,occasional,med
20073,occasional,med
20074,occasional,med
20075,occasional,med
20076,occasional,med
20077,occasional,med
20078,occasional,med
20079,occasional,med
20080,occasional,med
20081,occasional,med
20082,occasional,med
20083,occasional,med
20084,occasional,med
20085,occasional,med
20086,occasional,med
20087,constant,med
20088,constant,med
20089,constant,med
20090,constant,med
20091,constant,med
20092,constant,med
20093,constant,med
20094,constant,med
20095,constant,med
20096,constant,med
20097,constant,med
20098,constant,med
20099,constant,med
20100,constant,med
20101,constant,med
20102,constant,med
20103,constant,med
20104,constant,med
20105,constant,med
20106,constant,med
20107,constant,med
20108,constant,med
20109,constant,med
20110,constant,med
20111,constant,med
20112,constant,med
20113,constant,med
20114,constant,med
20115,constant,med
20116,constant,med
20117,constant,med
20118,constant,med
20119,constant,med
20120,constant,med
20121,constant,med
20122,constant,med
20123,constant,med
20124,constant,med
20125,constant,med
20126,constant,med
20127,constant,med
20128,constant,med
20129,constant,med
20130,constant,med
20131,constant,med
20132,constant,med
20133,constant,med
20134,constant,med
20135,constant,med
20136,constant,med
20137,constant,med
20138,constant,med
20139,constant,med
20140,constant,med
20141,constant,med
20142,constant,med
20143,constant,med
20144,constant,med
20145,constant,med
20146,constant,med
20147,constant,med
20148,constant,med
20149,constant,med
20150,constant,med
20151,constant,med
20152,constant,med
20153,constant,med
20154,constant,med
20155,constant,med
20156,constant,med
20157,constant,med
20158,constant,med
20159,constant,med
20160,constant,med
20161,constant,med
20162,constant,med
20163,constant,med
20164,constant,med
20165,constant,med
20166,constant,med
20167,constant,med
20168,constant,med
20169,constant,med
20170,constant,med
20171,constant,med
20172,constant,med
20173,constant,med
20174,constant,med
20175,constant,med
20176,constant,med
20177,constant,med
20178,constant,med
20179,constant,med
20180,constant,med
20181,constant,med
20182,constant,med
20183,constant,med
20184,constant,med
20185,constant,med
20186,constant,med
20187,constant,med
20188,constant,med
20189,constant,med
20190,constant,med
20191,constant,med
20192,constant,med
20193,constant,med
20194,constant,med
20195,constant,med
20196,constant,med
20197,constant,med
20198,constant,med
20199,constant,med
20200,constant,med
20201,constant,med
20202,constant,med
20203,constant,med
20204,constant,med
20205,constant,med
20206,constant,med
20207,constant,med
20208,constant,med
20209,constant,med
20210,constant,med
20211,constant,med
20212,constant,med
20213,constant,med
20214,constant,med
20215,constant,med
20216,constant,med
20217,constant,med
20218,constant,med
20219,constant,med
20220,constant,med
20221,constant,med
20222,constant,med
20223,constant,med
20224,constant,med
20225,constant,med
20226,constant,med
20227,constant,med
20228,constant,med
20229,constant,med
20230,constant,med
20231,constant,med
20232,constant,med
20233,constant,med
20234,constant,med
20235,constant,med
20236,constant,med
20237,constant,med
20238,constant,med
20239,constant,med
20240,constant,med
20241,constant,med
20242,constant,med
20243,constant,med
20244,constant,med
20245,constant,med
20246,constant,med
20247,constant,med
20248,constant,med
20249,constant,med
20250,constant,med
20251,constant,med
20252,constant,med
20253,constant,med
20254,constant,med
20255,constant,med
20256,constant,med
20257,constant,med
20258,constant,med
20259,constant,med
20260,constant,med
20261,constant,med
20262,constant,med
20263,constant,med
20264,constant,med
20265,constant,med
20266,constant,med
20267,constant,med
20268,constant,med
20269,constant,med
20270,constant,med
20271,constant,med
20272,constant,med
20273,constant,med
20274,constant,med
20275,constant,med
20276,constant,med
20277,often,med
20278,often,med
20279,often,med
20280,often,med
20281,often,med
20282,occasional,med
20283,occasional,med
20284,occasional,med
20285,occasional,med
20286,occasional,med
20287,occasional,med
20288,occasional,med
20289,constant,med
20290,constant,med
20291,constant,med
20292,constant,med
20293,constant,med
20294,constant,med
20295,constant,med
20296,constant,med
20297,constant,med
20298,constant,med
20299,constant,med
20300,constant,med
20301,constant,med
20302,constant,med
20303,constant,med
20304,constant,med
20305,constant,med
20306,constant,med
20307,constant,med
20308,constant,med
20309,constant,med
20310,constant,med
20311,constant,med
20312,constant,med
20313,constant,med
20314,constant,med
20315,constant,med
20316,constant,med
20317,constant,med
20318,constant,med
20319,constant,med
20320,constant,med
20321,constant,med
20322,constant,med
20323,constant,med
20324,constant,med
20325,constant,med
20326,constant,med
20327,constant,med
20328,constant,med
20329,occasional,med
20330,occasional,med
20331,occasional,med
20332,occasional,med
20333,occasional,med
20334,occasional,med
20335,occasional,med
20336,occasional,med
20337,occasional,med
20338,occasional,med
20339,occasional,med
20340,occasional,med
20341,occasional,med
20342,occasional,med
20343,occasional,med
20344,occasional,med
20345,occasional,med
20346,occasional,med
20347,occasional,med
20348,occasional,med
20349,occasional,med
20350,occasional,med
20351,occasional,med
20352,occasional,med
20353,occasional,med
20354,occasional,med
20355,occasional,med
20356,occasional,med
20357,occasional,med
20358,occasional,med
20359,occasional,med
20360,occasional,med
20361,occasional,med
20362,occasional,med
20363,occasional,med
20364,occasional,med
20365,constant,med
20366,constant,med
20367,constant,med
20368,constant,med
20369,constant,med
20370,constant,med
20371,constant,med
20372,constant,med
20373,constant,med
20374,constant,med
20375,constant,med
20376,constant,med
20377,constant,med
20378,constant,med
20379,constant,med
20380,constant,med
20381,constant,med
20382,constant,med
20383,constant,med
20384,constant,med
20385,constant,med
20386,constant,med
20387,constant,med
20388,constant,med
20389,constant,med
20390,constant,med
20391,constant,med
20392,constant,med
20393,constant,med
20394,constant,med
20395,constant,med
20396,constant,med
20397,constant,med
20398,constant,med
20399,constant,med
20400,constant,med
20401,constant,med
20402,constant,med
20403,constant,med
20404,constant,med
20405,constant,med
20406,constant,med
20407,constant,med
20408,constant,med
20409,constant,med
20410,constant,med
20411,constant,med
20412,constant,med
20413,constant,med
20414,constant,med
20415,constant,med
20416,constant,med
20417,constant,med
20418,constant,med
20419,constant,med
20420,constant,med
20421,constant,med
20422,constant,med
20423,constant,med
20424,constant,med
20425,constant,med
20426,constant,med
20427,constant,med
20428,constant,med
20429,constant,med
20430,constant,med
20431,constant,med
20432,constant,med
20433,constant,med
20434,constant,med
20435,constant,med
20436,constant,med
20437,constant,med
20438,constant,med
20439,constant,med
20440,constant,med
20441,constant,med
20442,constant,med
20443,constant,med
20444,constant,med
20445,constant,med
20446,constant,med
20447,occasional,med
20448,occasional,med
20449,occasional,med
20450,occasional,med
20451,occasional,med
20452,occasional,med
20453,occasional,med
20454,occasional,med
20455,often,med
20456,often,med
20457,often,med
20458,often,med
20459,often,med
20460,often,med
20461,often,med
20462,often,med
20463,often,med
20464,often,med
20465,often,med
20466,often,med
20467,often,med
20468,often,med
20469,often,med
20470,often,med
20471,often,med
20472,constant,med
20473,constant,med
20474,constant,med
20475,constant,med
20476,constant,med
20477,constant,med
20478,constant,med
20479,constant,med
20480,constant,med
20481,constant,med
20482,constant,med
20483,constant,med
20484,constant,med
20485,constant,med
20486,constant,med
20487,constant,med
20488,constant,med
20489,constant,med
20490,constant,med
20491,constant,med
20492,constant,med
20493,constant,med
20494,constant,med
20495,constant,med
20496,constant,med
20497,constant,med
20498,constant,med
20499,constant,med
20500,constant,med
20501,constant,med
20502,constant,med
20503,constant,med
20504,constant,med
20505,constant,med
20506,constant,med
20507,constant,med
20508,constant,med
20509,constant,med
20510,constant,med
20511,constant,med
20512,constant,med
20513,constant,med
20514,constant,med
20515,constant,med
20516,constant,med
20517,constant,med
20518,constant,med
20519,constant,med
20520,constant,med
20521,constant,med
20522,often,med
20523,often,med
20524,often,med
20525,often,med
20526,often,med
20527,often,med
20528,often,med
20529,constant,med
20530,constant,med
20531,constant,med
20532,constant,med
20533,constant,med
20534,constant,med
20535,constant,med
20536,constant,med
20537,constant,med
20538,constant,med
20539,constant,med
20540,constant,med
20541,constant,med
20542,constant,med
20543,constant,med
20544,constant,med
20545,constant,med
20546,constant,med
20547,constant,med
20548,constant,med
20549,constant,med
20550,constant,med
20551,often,med
20552,constant,med
20553,constant,med
20554,constant,med
20555,constant,med
20556,constant,med
20557,constant,med
20558,constant,med
20559,constant,med
20560,constant,med
20561,constant,med
20562,constant,med
20563,constant,med
20564,constant,med
20565,constant,med
20566,constant,med
20567,constant,med
20568,constant,med
20569,constant,med
20570,constant,med
20571,constant,med
20572,constant,med
20573,constant,med
20574,constant,med
20575,constant,med
20576,constant,med
20577,constant,med
20578,constant,med
20579,constant,med
20580,constant,med
20581,constant,med
20582,constant,med
20583,constant,med
20584,constant,med
20585,constant,med
20586,constant,med
20587,constant,med
20588,constant,med
20589,constant,med
20590,constant,med
20591,constant,med
20592,constant,med
20593,constant,med
20594,constant,med
20595,constant,med
20596,constant,med
20597,constant,med
20598,constant,med
20599,constant,med
20600,constant,med
20601,constant,med
20602,constant,med
20603,constant,med
20604,constant,med
20605,constant,med
20606,constant,med
20607,constant,med
20608,constant,med
20609,constant,med
20610,constant,med
20611,constant,med
20612,constant,med
20613,constant,med
20614,constant,med
20615,constant,med
20616,constant,med
20617,constant,med
20618,constant,med
20619,constant,med
20620,constant,med
20621,constant,med
20622,constant,med
20623,constant,med
20624,constant,med
20625,constant,med
20626,constant,med
20627,constant,med
20628,constant,med
20629,occasional,med
20630,occasional,med
20631,occasional,med
20632,occasional,med
20633,occasional,med
20634,occasional,med
20635,often,med
20636,often,med
20637,often,med
20638,often,med
20639,often,med
20640,often,med
20641,often,med
20642,often,med
20643,often,med
20644,often,med
20645,often,med
20646,often,med
20647,often,med
20648,often,med
20649,occasional,med
20650,occasional,med
20651,occasional,med
20652,occasional,med
20653,occasional,med
20654,occasional,med
20655,occasional,med
20656,occasional,med
20657,occasional,med
20658,occasional,med
20659,occasional,med
20660,occasional,med
20661,occasional,med
20662,occasional,med
20663,occasional,med
20664,occasional,med
20665,occasional,med
20666,constant,med
20667,constant,med
20668,constant,med
20669,constant,med
20670,constant,med
20671,constant,med
20672,constant,med
20673,constant,med
20674,constant,med
20675,constant,med
20676,constant,med
20677,constant,med
20678,constant,med
20679,constant,med
20680,constant,med
20681,constant,med
20682,constant,med
20683,constant,med
20684,constant,med
20685,constant,med
20686,constant,med
20687,constant,med
20688,constant,med
20689,constant,med
20690,constant,med
20691,constant,med
20692,constant,med
20693,constant,med
20694,constant,med
20695,constant,med
20696,constant,med
20697,constant,med
20698,constant,med
20699,constant,med
20700,constant,med
20701,constant,med
20702,constant,med
20703,constant,med
20704,constant,med
20705,constant,med
20706,constant,med
20707,constant,med
20708,constant,med
20709,constant,med
20710,constant,med
20711,constant,med
20712,constant,med
20713,constant,med
20714,constant,med
20715,constant,med
20716,constant,med
20717,constant,med
20718,constant,med
20719,constant,med
20720,constant,med
20721,constant,med
20722,constant,med
20723,constant,med
20724,constant,med
20725,constant,med
20726,constant,med
20727,constant,med
20728,constant,med
20729,constant,med
20730,constant,med
20731,constant,med
20732,constant,med
20733,constant,med
20734,constant,med
20735,constant,med
20736,constant,med
20737,often,med
20738,often,med
20739,often,med
20740,often,med
20741,often,med
20742,often,med
20743,often,med
20744,often,med
20745,often,med
20746,often,med
20747,often,med
20748,often,med
20749,often,med
20750,often,med
20751,often,med
20752,often,med
20753,often,med
20754,often,med
20755,often,med
20756,often,med
20757,often,med
20758,often,med
20759,often,med
20760,often,med
20761,often,med
20762,often,med
20763,often,med
20764,often,med
20765,often,med
20766,often,med
20767,often,med
20768,constant,med
20769,constant,med
20770,constant,med
20771,constant,med
20772,constant,med
20773,constant,med
20774,constant,med
20775,constant,med
20776,constant,med
20777,constant,med
20778,constant,med
20779,constant,med
20780,constant,med
20781,constant,med
20782,constant,med
20783,constant,med
20784,constant,med
20785,constant,med
20786,constant,med
20787,constant,med
20788,constant,med
20789,constant,med
20790,constant,med
20791,constant,med
20792,constant,med
20793,constant,med
20794,constant,med
20795,often,med
20796,often,med
20797,often,med
20798,often,med
20799,often,med
20800,often,med
20801,often,med
20802,often,med
20803,often,med
20804,often,med
20805,often,med
20806,often,med
20807,often,med
20808,often,med
20809,often,med
20810,often,med
20811,often,med
20812,often,med
20813,often,med
20814,constant,med
20815,constant,med
20816,constant,med
20817,constant,med
20818,constant,med
20819,constant,med
20820,constant,med
20821,constant,med
20822,constant,med
20823,constant,med
20824,constant,med
20825,constant,med
20826,constant,med
20827,constant,med
20828,constant,med
20829,constant,med
20830,constant,med
20831,constant,med
20832,constant,med
20833,constant,med
20834,constant,med
20835,constant,med
20836,constant,med
20837,constant,med
20838,constant,med
20839,constant,med
20840,constant,med
20841,constant,med
20842,constant,med
20843,constant,med
20844,constant,med
20845,constant,med
20846,constant,med
20847,constant,med
20848,constant,med
20849,constant,med
20850,constant,med
20851,constant,med
20852,constant,med
20853,constant,med
20854,constant,med
20855,constant,med
20856,constant,med
20857,constant,med
20858,constant,med
20859,constant,med
20860,constant,med
20861,constant,med
20862,constant,med
20863,constant,med
20864,constant,med
20865,constant,med
20866,constant,med
20867,constant,med
20868,constant,med
20869,constant,med
20870,constant,med
20871,constant,med
20872,constant,med
20873,often,med
20874,often,med
20875,often,med
20876,often,med
20877,often,med
20878,often,med
20879,often,med
20880,often,med
20881,often,med
20882,constant,med
20883,constant,med
20884,constant,med
20885,constant,med
20886,constant,med
20887,constant,med
20888,constant,med
20889,often,med
20890,often,med
20891,often,med
20892,constant,med
20893,often,med
20894,often,med
20895,often,med
20896,often,med
20897,often,med
20898,often,med
20899,often,med
20900,often,med
20901,often,med
20902,often,med
20903,often,med
20904,often,med
20905,often,med
20906,often,med
20907,often,med
20908,often,med
20909,often,med
20910,often,med
20911,often,med
20912,often,med
20913,often,med
20914,often,med
20915,often,med
20916,often,med
20917,constant,med
20918,constant,med
20919,constant,med
20920,constant,med
20921,constant,med
20922,constant,med
20923,constant,med
20924,constant,med
20925,constant,med
20926,constant,med
20927,constant,med
20928,constant,med
20929,constant,med
20930,constant,med
20931,constant,med
20932,constant,med
20933,constant,med
20934,constant,med
20935,constant,med
20936,constant,med
20937,constant,med
20938,constant,med
20939,constant,med
20940,constant,med
20941,constant,med
20942,constant,med
20943,constant,med
20944,constant,med
20945,constant,med
20946,constant,med
20947,constant,med
20948,constant,med
20949,constant,med
20950,constant,med
20951,constant,med
20952,constant,med
20953,constant,med
20954,constant,med
20955,constant,med
20956,constant,med
20957,occasional,med
20958,occasional,med
20959,occasional,med
20960,often,med
20961,often,med
20962,often,med
20963,often,med
20964,often,med
20965,constant,med
20966,constant,med
20967,constant,med
20968,constant,med
20969,constant,med
20970,constant,med
20971,constant,med
20972,constant,med
20973,constant,med
20974,constant,med
20975,constant,med
20976,constant,med
20977,constant,med
20978,constant,med
20979,constant,med
20980,constant,med
20981,constant,med
20982,constant,med
20983,constant,med
20984,constant,med
20985,constant,med
20986,constant,med
20987,constant,med
20988,constant,med
20989,constant,med
20990,constant,med
20991,constant,med
20992,constant,med
20993,constant,med
20994,constant,med
20995,constant,med
20996,constant,med
20997,constant,med
20998,constant,med
20999,constant,med
21000,constant,med
21001,constant,med
21002,constant,med
21003,constant,med
21004,constant,med
21005,constant,med
21006,constant,med
21007,constant,med
21008,constant,med
21009,constant,med
21010,constant,med
21011,constant,med
21012,constant,med
21013,constant,med
21014,constant,med
21015,constant,med
21016,constant,med
21017,constant,med
21018,constant,med
21019,constant,med
21020,constant,med
21021,constant,med
21022,constant,med
21023,occasional,med
21024,constant,med
21025,constant,med
21026,occasional,med
21027,occasional,med
21028,occasional,med
21029,occasional,med
21030,occasional,med
21031,occasional,med
21032,constant,med
21033,constant,med
21034,constant,med
21035,constant,med
21036,constant,med
21037,constant,med
21038,constant,med
21039,constant,med
21040,constant,med
21041,constant,med
21042,constant,med
21043,constant,med
21044,constant,med
21045,constant,med
21046,constant,med
21047,constant,med
21048,constant,med
21049,constant,med
21050,constant,med
21051,constant,med
21052,constant,med
21053,constant,med
21054,constant,med
21055,constant,med
21056,constant,med
21057,constant,med
21058,constant,med
21059,constant,med
21060,constant,med
21061,constant,med
21062,constant,med
21063,constant,med
21064,constant,med
21065,constant,med
21066,often,med
21067,often,med
21068,often,med
21069,often,med
21070,often,med
21071,often,med
21072,often,med
21073,often,med
21074,often,med
21075,often,med
21076,often,med
21077,often,med
21078,often,med
21079,often,med
21080,often,med
21081,often,med
21082,often,med
21083,often,med
21084,often,med
21085,often,med
21086,often,med
21087,constant,med
21088,constant,med
21089,constant,med
21090,constant,med
21091,constant,med
21092,constant,med
21093,constant,med
21094,constant,med
21095,constant,med
21096,constant,med
21097,constant,med
21098,constant,med
21099,constant,med
21100,constant,med
21101,constant,med
21102,constant,med
21103,constant,med
21104,constant,med
21105,constant,med
21106,constant,med
21107,constant,med
21108,constant,med
21109,constant,med
21110,constant,med
21111,constant,med
21112,constant,med
21113,constant,med
21114,constant,med
21115,constant,med
21116,constant,med
21117,constant,med
21118,constant,med
21119,constant,med
21120,constant,med
21121,constant,med
21122,constant,med
21123,constant,med
21124,constant,med
21125,constant,med
21126,constant,med
21127,constant,med
21128,constant,med
21129,constant,med
21130,constant,med
21131,constant,med
21132,constant,med
21133,constant,med
21134,constant,med
21135,constant,med
21136,constant,med
21137,constant,med
21138,constant,med
21139,constant,med
21140,constant,med
21141,constant,med
21142,constant,med
21143,constant,med
21144,constant,med
21145,constant,med
21146,constant,med
21147,constant,med
21148,constant,med
21149,constant,med
21150,constant,med
21151,constant,med
21152,constant,med
21153,constant,med
21154,constant,med
21155,constant,med
21156,constant,med
21157,constant,med
21158,constant,med
21159,constant,med
21160,constant,med
21161,constant,med
21162,often,med
21163,often,med
21164,often,med
21165,often,med
21166,often,med
21167,often,med
21168,often,med
21169,often,med
21170,often,med
21171,often,med
21172,often,med
21173,often,med
21174,often,med
21175,often,med
21176,often,med
21177,often,med
21178,often,med
21179,often,med
21180,often,med
21181,often,med
21182,often,med
21183,constant,med
21184,constant,med
21185,constant,med
21186,constant,med
21187,constant,med
21188,constant,med
21189,constant,med
21190,constant,med
21191,constant,med
21192,constant,med
21193,often,med
21194,constant,med
21195,constant,med
21196,constant,med
21197,constant,med
21198,constant,med
21199,constant,med
21200,constant,med
21201,constant,med
21202,constant,med
21203,constant,med
21204,constant,med
21205,constant,med
21206,often,med
21207,often,med
21208,often,med
21209,constant,med
21210,constant,med
21211,constant,med
21212,constant,med
21213,constant,med
21214,constant,med
21215,often,med
21216,often,med
21217,often,med
21218,often,med
21219,often,med
21220,often,med
21221,often,med
21222,often,med
21223,often,med
21224,constant,med
21225,constant,med
21226,constant,med
21227,constant,med
21228,constant,med
21229,constant,med
21230,constant,med
21231,constant,med
21232,constant,med
21233,constant,med
21234,constant,med
21235,constant,med
21236,occasional,med
21237,occasional,med
21238,occasional,med
21239,often,med
21240,often,med
21241,often,med
21242,often,med
21243,often,med
21244,often,med
21245,often,med
21246,constant,med
21247,constant,med
21248,constant,med
21249,constant,med
21250,constant,med
21251,constant,med
21252,constant,med
21253,constant,med
21254,constant,med
21255,constant,med
21256,constant,med
21257,constant,med
21258,constant,med
21259,constant,med
21260,constant,med
21261,constant,med
21262,constant,med
21263,constant,med
21264,constant,med
21265,constant,med
21266,constant,med
21267,constant,med
21268,constant,med
21269,constant,med
21270,constant,med
21271,constant,med
21272,constant,med
21273,constant,med
21274,constant,med
21275,constant,med
21276,constant,med
21277,constant,med
21278,constant,med
21279,constant,med
21280,constant,med
21281,constant,med
21282,constant,med
21283,constant,med
21284,constant,med
21285,constant,med
21286,constant,med
21287,constant,med
21288,constant,med
21289,constant,med
21290,constant,med
21291,constant,med
21292,constant,med
21293,constant,med
21294,constant,med
21295,constant,med
21296,constant,med
21297,constant,med
21298,constant,med
21299,constant,med
21300,constant,med
21301,constant,med
21302,constant,med
21303,constant,med
21304,constant,med
21305,constant,med
21306,constant,med
21307,constant,med
21308,constant,med
21309,constant,med
21310,constant,med
21311,constant,med
21312,constant,med
21313,constant,med
21314,constant,med
21315,constant,med
21316,constant,med
21317,constant,med
21318,often,med
21319,often,med
21320,often,med
21321,often,med
21322,often,med
21323,occasional,med
21324,occasional,med
21325,occasional,med
21326,occasional,med
21327,occasional,med
21328,occasional,med
21329,occasional,med
21330,occasional,med
21331,occasional,med
21332,occasional,med
21333,occasional,med
21334,occasional,med
21335,constant,med
21336,constant,med
21337,constant,med
21338,constant,med
21339,constant,med
21340,constant,med
21341,constant,med
21342,constant,med
21343,constant,med
21344,constant,med
21345,constant,med
21346,constant,med
21347,constant,med
21348,constant,med
21349,constant,med
21350,constant,med
21351,constant,med
21352,constant,med
21353,constant,med
21354,constant,med
21355,constant,med
21356,constant,med
21357,constant,med
21358,constant,med
21359,constant,med
21360,constant,med
21361,constant,med
21362,constant,med
21363,constant,med
21364,constant,med
21365,constant,med
21366,constant,med
21367,constant,med
21368,constant,med
21369,constant,med
21370,constant,med
21371,constant,med
21372,constant,med
21373,constant,med
21374,constant,med
21375,constant,med
21376,constant,med
21377,constant,med
21378,constant,med
21379,constant,med
21380,constant,med
21381,constant,med
21382,constant,med
21383,constant,med
21384,constant,med
21385,constant,med
21386,constant,med
21387,constant,med
21388,constant,med
21389,constant,med
21390,constant,med
21391,constant,med
21392,constant,med
21393,constant,med
21394,constant,med
21395,constant,med
21396,constant,med
21397,constant,med
21398,constant,med
21399,constant,med
21400,constant,med
21401,constant,med
21402,constant,med
21403,constant,med
21404,constant,med
21405,constant,med
21406,constant,med
21407,constant,med
21408,constant,med
21409,constant,med
21410,often,med
21411,often,med
21412,often,med
21413,often,med
21414,often,med
21415,often,med
21416,constant,med
21417,constant,med
21418,constant,med
21419,constant,med
21420,constant,med
21421,often,med
21422,often,med
21423,often,med
21424,often,med
21425,often,med
21426,often,med
21427,often,med
21428,often,med
21429,often,med
21430,constant,med
21431,constant,med
21432,constant,med
21433,constant,med
21434,constant,med
21435,constant,med
21436,constant,med
21437,constant,med
21438,constant,med
21439,constant,med
21440,constant,med
21441,constant,med
21442,constant,med
21443,constant,med
21444,constant,med
21445,constant,med
21446,constant,med
21447,constant,med
21448,constant,med
21449,constant,med
21450,constant,med
21451,constant,med
21452,constant,med
21453,constant,med
21454,constant,med
21455,constant,med
21456,constant,med
21457,constant,med
21458,constant,med
21459,constant,med
21460,constant,med
21461,constant,med
21462,constant,med
21463,constant,med
21464,constant,med
21465,constant,med
21466,constant,med
21467,constant,med
21468,constant,med
21469,constant,med
21470,constant,med
21471,constant,med
21472,constant,med
21473,constant,med
21474,constant,med
21475,constant,med
21476,constant,med
21477,constant,med
21478,constant,med
21479,constant,med
21480,constant,med
21481,constant,med
21482,constant,med
21483,constant,med
21484,constant,med
21485,constant,med
21486,constant,med
21487,constant,med
21488,often,med
21489,constant,med
21490,constant,med
21491,constant,med
21492,constant,med
21493,constant,med
21494,constant,med
21495,constant,med
21496,constant,med
21497,constant,med
21498,often,med
21499,constant,med
21500,constant,med
21501,constant,med
21502,constant,med
21503,constant,med
21504,constant,med
21505,constant,med
21506,constant,med
21507,often,med
21508,often,med
21509,often,med
21510,constant,med
21511,constant,med
21512,constant,med
21513,constant,med
21514,often,med
21515,constant,med
21516,constant,med
21517,constant,med
21518,constant,med
21519,constant,med
21520,constant,med
21521,often,med
21522,often,med
21523,often,med
21524,often,med
21525,often,med
21526,constant,med
21527,constant,med
21528,constant,med
21529,constant,med
21530,constant,med
21531,constant,med
21532,constant,med
21533,constant,med
21534,constant,med
21535,constant,med
21536,constant,med
21537,constant,med
21538,constant,med
21539,constant,med
21540,constant,med
21541,constant,med
21542,constant,med
21543,constant,med
21544,constant,med
21545,constant,med
21546,constant,med
21547,constant,med
21548,constant,med
21549,constant,med
21550,constant,med
21551,constant,med
21552,constant,med
21553,constant,med
21554,constant,med
21555,constant,med
21556,constant,med
21557,constant,med
21558,constant,med
21559,constant,med
21560,constant,med
21561,constant,med
21562,constant,med
21563,constant,med
21564,constant,med
21565,constant,med
21566,constant,med
21567,constant,med
21568,constant,med
21569,constant,med
21570,constant,med
21571,constant,med
21572,constant,med
21573,constant,med
21574,constant,med
21575,constant,med
21576,constant,med
21577,constant,med
21578,constant,med
21579,constant,med
21580,constant,med
21581,constant,med
21582,constant,med
21583,constant,med
21584,constant,med
21585,constant,med
21586,constant,med
21587,constant,med
21588,constant,med
21589,constant,med
21590,constant,med
21591,constant,med
21592,constant,med
21593,constant,med
21594,constant,med
21595,constant,med
21596,constant,med
21597,occasional,med
21598,occasional,med
21599,occasional,med
21600,occasional,med
21601,occasional,med
21602,occasional,med
21603,occasional,med
21604,occasional,med
21605,occasional,med
21606,occasional,med
21607,occasional,med
21608,occasional,med
21609,occasional,med
21610,occasional,med
21611,occasional,med
21612,occasional,med
21613,constant,med
21614,constant,med
21615,constant,med
21616,constant,med
21617,constant,med
21618,constant,med
21619,constant,med
21620,constant,med
21621,constant,med
21622,constant,med
21623,constant,med
21624,constant,med
21625,constant,med
21626,constant,med
21627,constant,med
21628,constant,med
21629,constant,med
21630,constant,med
21631,constant,med
21632,constant,med
21633,constant,med
21634,constant,med
21635,constant,med
21636,constant,med
21637,constant,med
21638,constant,med
21639,constant,med
21640,constant,med
21641,constant,med
21642,constant,med
21643,constant,med
21644,constant,med
21645,constant,med
21646,constant,med
21647,constant,med
21648,constant,med
21649,constant,med
21650,constant,med
21651,constant,med
21652,constant,med
21653,constant,med
21654,constant,med
21655,constant,med
21656,constant,med
21657,constant,med
21658,constant,med
21659,constant,med
21660,constant,med
21661,constant,med
21662,constant,med
21663,constant,med
21664,constant,med
21665,constant,med
21666,constant,med
21667,constant,med
21668,constant,med
21669,constant,med
21670,constant,med
21671,constant,med
21672,constant,med
21673,constant,med
21674,constant,med
21675,constant,med
21676,constant,med
21677,constant,med
21678,constant,med
21679,constant,med
21680,constant,med
21681,constant,med
21682,constant,med
21683,constant,med
21684,constant,med
21685,constant,med
21686,constant,med
21687,constant,med
21688,constant,med
21689,constant,med
21690,constant,med
21691,constant,med
21692,constant,med
21693,constant,med
21694,constant,med
21695,constant,med
21696,constant,med
21697,constant,med
21698,constant,med
21699,constant,med
21700,constant,med
21701,rare,med
21702,rare,med
21703,rare,med
21704,rare,med
21705,rare,med
21706,rare,med
21707,rare,med
21708,often,med
21709,often,med
21710,often,med
21711,often,med
